Order Date,Ship Date,Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,delivery_days,order_month,order_year,profit_margin,is_profitable,is_discounted
2016-05-17,2016-05-20,First Class,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,22.608,3,0.6,-10.1736,3,2016-05,2016,-0.4498,0,1
2016-05-17,2016-05-20,First Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Paper,30.528,8,0.2,9.54,3,2016-05,2016,0.3124,1,1
2017-09-19,2017-09-19,Same Day,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,4.842,3,0.7,-3.3894,0,2017-09,2017,-0.69856,0,1
2016-12-19,2016-12-24,Standard Class,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Binders,1.8,5,0.8,-2.88,5,2016-12,2016,-1.59116,0,1
2017-10-12,2017-10-15,First Class,Corporate,United States,Dallas,Texas,Central,Technology,Accessories,39.984,2,0.2,-1.4994,3,2017-10,2017,-0.03749,0,1
2015-12-12,2015-12-15,Second Class,Corporate,United States,Las Vegas,Nevada,West,Office Supplies,Paper,32.4,5,0,15.876,3,2015-12,2015,0.48985,1,0
2015-12-12,2015-12-15,Second Class,Corporate,United States,Las Vegas,Nevada,West,Office Supplies,Paper,97.88,2,0,48.94,3,2015-12,2015,0.49995,1,0
2015-07-12,2015-07-18,Standard Class,Consumer,United States,Amarillo,Texas,Central,Technology,Phones,307.168,4,0.2,30.7168,6,2015-07,2015,0.1,1,1
2015-10-02,2015-10-06,Standard Class,Corporate,United States,Middletown,Connecticut,East,Office Supplies,Binders,26.9,5,0,13.181,4,2015-10,2015,0.48982,1,0
2017-03-24,2017-03-27,First Class,Corporate,United States,New York City,New York,East,Office Supplies,Envelopes,47.01,3,0,22.0947,3,2017-03,2017,0.4699,1,0
2017-03-24,2017-03-27,First Class,Corporate,United States,New York City,New York,East,Technology,Phones,469.99,1,0,136.2971,3,2017-03,2017,0.28999,1,0
2017-03-24,2017-03-27,First Class,Corporate,United States,New York City,New York,East,Furniture,Chairs,207.846,3,0.1,2.3094,3,2017-03,2017,0.01111,1,1
2017-06-01,2017-06-06,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,324.744,3,0.2,-77.1267,5,2017-06,2017,-0.23749,0,1
2014-03-24,2014-03-29,Second Class,Consumer,United States,Fresno,California,West,Furniture,Furnishings,40.48,2,0,14.5728,5,2014-03,2014,0.35991,1,0
2015-09-22,2015-09-26,Standard Class,Home Office,United States,Franklin,Tennessee,South,Office Supplies,Labels,12,4,0.2,4.2,4,2015-09,2015,0.34971,1,1
2015-09-22,2015-09-26,Standard Class,Home Office,United States,Franklin,Tennessee,South,Office Supplies,Storage,720.064,4,0.2,-63.0056,4,2015-09,2015,-0.0875,0,1
2015-09-22,2015-09-26,Standard Class,Home Office,United States,Franklin,Tennessee,South,Office Supplies,Storage,25.424,1,0.2,-4.767,4,2015-09,2015,-0.18743,0,1
2015-09-22,2015-09-26,Standard Class,Home Office,United States,Franklin,Tennessee,South,Office Supplies,Art,2.816,2,0.2,0.3168,4,2015-09,2015,0.1121,1,1
2015-09-22,2015-09-26,Standard Class,Home Office,United States,Franklin,Tennessee,South,Office Supplies,Binders,3.204,2,0.7,-2.5632,4,2015-09,2015,-0.79751,0,1
2016-01-08,2016-01-13,Standard Class,Consumer,United States,Raleigh,North Carolina,South,Office Supplies,Binders,30.828,7,0.7,-24.6624,5,2016-01,2016,-0.79974,0,1
2016-01-08,2016-01-13,Standard Class,Consumer,United States,Raleigh,North Carolina,South,Office Supplies,Art,47.616,3,0.2,5.952,5,2016-01,2016,0.12497,1,1
2016-01-08,2016-01-13,Standard Class,Consumer,United States,Raleigh,North Carolina,South,Technology,Phones,108.784,2,0.2,10.8784,5,2016-01,2016,0.09999,1,1
2016-02-14,2016-02-15,First Class,Consumer,United States,Clinton,Maryland,East,Office Supplies,Paper,4.77,1,0,2.1465,1,2016-02,2016,0.44906,1,0
2016-02-14,2016-02-15,First Class,Consumer,United States,Clinton,Maryland,East,Office Supplies,Art,7.98,3,0,2.0748,1,2016-02,2016,0.25967,1,0
2016-02-14,2016-02-15,First Class,Consumer,United States,Clinton,Maryland,East,Furniture,Tables,550.431,3,0.3,-47.1798,1,2016-02,2016,-0.08571,0,1
2016-02-14,2016-02-15,First Class,Consumer,United States,Clinton,Maryland,East,Furniture,Furnishings,10.56,6,0,4.6464,1,2016-02,2016,0.43958,1,0
2017-06-08,2017-06-10,First Class,Home Office,United States,Los Angeles,California,West,Furniture,Bookcases,1497.666,2,0.15,140.9568,2,2017-06,2017,0.09412,1,1
2017-06-08,2017-06-10,First Class,Home Office,United States,Los Angeles,California,West,Technology,Phones,17.52,2,0.2,-3.504,2,2017-06,2017,-0.19989,0,1
2016-10-21,2016-10-26,Second Class,Home Office,United States,North Las Vegas,Nevada,West,Office Supplies,Art,113.22,3,0,29.4372,5,2016-10,2016,0.25998,1,0
2016-10-21,2016-10-26,Second Class,Home Office,United States,North Las Vegas,Nevada,West,Office Supplies,Paper,35.88,6,0,17.5812,5,2016-10,2016,0.48986,1,0
2016-10-21,2016-10-26,Second Class,Home Office,United States,North Las Vegas,Nevada,West,Office Supplies,Binders,4535.976,3,0.2,1644.2913,5,2016-10,2016,0.3625,1,1
2017-01-26,2017-01-30,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Fasteners,11.84,8,0,5.6832,4,2017-01,2017,0.47959,1,0
2017-12-08,2017-12-10,Second Class,Home Office,United States,Cranston,Rhode Island,East,Office Supplies,Storage,592.74,6,0,160.0398,2,2017-12,2017,0.27,1,0
2016-10-21,2016-10-24,Second Class,Consumer,United States,Jackson,Tennessee,South,Office Supplies,Storage,111.672,9,0.2,6.9795,3,2016-10,2016,0.06249,1,1
2014-08-26,2014-09-01,Standard Class,Home Office,United States,Newark,Delaware,East,Office Supplies,Art,8.64,3,0,2.5056,6,2014-08,2014,0.28966,1,0
2014-08-26,2014-09-01,Standard Class,Home Office,United States,Newark,Delaware,East,Technology,Accessories,149.97,3,0,52.4895,6,2014-08,2014,0.34998,1,0
2014-05-16,2014-05-23,Standard Class,Corporate,United States,Los Angeles,California,West,Furniture,Chairs,232.88,5,0.2,17.466,7,2014-05,2014,0.075,1,1
2015-02-03,2015-02-07,Standard Class,Corporate,United States,Rome,New York,East,Furniture,Chairs,90.882,1,0.1,15.147,4,2015-02,2015,0.16665,1,1
2017-10-31,2017-11-05,Standard Class,Corporate,United States,Chicago,Illinois,Central,Technology,Phones,508.768,4,0.2,38.1576,5,2017-10,2017,0.075,1,1
2017-10-31,2017-11-05,Standard Class,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Envelopes,9.912,3,0.2,3.2214,5,2017-10,2017,0.32467,1,1
2015-04-26,2015-05-01,Standard Class,Corporate,United States,San Diego,California,West,Furniture,Chairs,63.936,3,0.2,6.3936,5,2015-04,2015,0.09998,1,1
2015-04-26,2015-05-01,Standard Class,Corporate,United States,San Diego,California,West,Office Supplies,Art,59.52,3,0,15.4752,5,2015-04,2015,0.25996,1,0
2015-04-26,2015-05-01,Standard Class,Corporate,United States,San Diego,California,West,Technology,Phones,311.976,3,0.2,38.997,5,2015-04,2015,0.125,1,1
2015-04-26,2015-05-01,Standard Class,Corporate,United States,San Diego,California,West,Office Supplies,Binders,50.352,3,0.2,17.6232,5,2015-04,2015,0.34993,1,1
2016-05-09,2016-05-13,Standard Class,Consumer,United States,Houston,Texas,Central,Technology,Phones,19.136,2,0.2,1.9136,4,2016-05,2016,0.09995,1,1
2015-01-24,2015-01-28,Standard Class,Home Office,United States,West Palm Beach,Florida,South,Office Supplies,Art,13.12,5,0.2,2.132,4,2015-01,2015,0.16238,1,1
2015-04-13,2015-04-17,Second Class,Consumer,United States,Los Angeles,California,West,Furniture,Tables,241.568,2,0.2,-15.098,4,2015-04,2015,-0.0625,0,1
2015-04-13,2015-04-17,Second Class,Consumer,United States,Los Angeles,California,West,Technology,Phones,479.92,2,0.2,41.993,4,2015-04,2015,0.0875,1,1
2015-09-25,2015-09-30,Standard Class,Corporate,United States,Seattle,Washington,West,Furniture,Chairs,307.136,4,0.2,-11.5176,5,2015-09,2015,-0.0375,0,1
2015-09-25,2015-09-30,Standard Class,Corporate,United States,Seattle,Washington,West,Office Supplies,Labels,12.6,2,0,5.796,5,2015-09,2015,0.45964,1,0
2015-09-25,2015-09-30,Standard Class,Corporate,United States,Seattle,Washington,West,Technology,Accessories,159.98,2,0,57.5928,5,2015-09,2015,0.35998,1,0
2014-03-28,2014-04-02,Standard Class,Consumer,United States,Des Moines,Iowa,Central,Office Supplies,Envelopes,6.12,3,0,2.8764,5,2014-03,2014,0.46923,1,0
2014-03-28,2014-04-02,Standard Class,Consumer,United States,Des Moines,Iowa,Central,Furniture,Tables,1184.72,4,0,106.6248,5,2014-03,2014,0.09,1,0
2016-07-17,2016-07-22,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Appliances,45.96,2,0,13.788,5,2016-07,2016,0.29993,1,0
2014-04-19,2014-04-23,Second Class,Consumer,United States,Arlington,Virginia,South,Office Supplies,Binders,58.05,3,0,26.703,4,2014-04,2014,0.45992,1,0
2014-04-19,2014-04-23,Second Class,Consumer,United States,Arlington,Virginia,South,Office Supplies,Paper,71.28,11,0,34.2144,4,2014-04,2014,0.47993,1,0
2017-07-21,2017-07-25,Standard Class,Consumer,United States,Pharr,Texas,Central,Furniture,Tables,124.404,4,0.3,-21.3264,4,2017-07,2017,-0.17141,0,1
2015-09-27,2015-10-02,Standard Class,Consumer,United States,Arlington,Virginia,South,Office Supplies,Paper,154.9,5,0,69.705,5,2015-09,2015,0.44997,1,0
2015-09-27,2015-10-02,Standard Class,Consumer,United States,Arlington,Virginia,South,Technology,Phones,1871.88,12,0,561.564,5,2015-09,2015,0.3,1,0
2016-02-27,2016-03-02,Standard Class,Consumer,United States,Houston,Texas,Central,Furniture,Furnishings,16.192,2,0.6,-6.8816,4,2016-02,2016,-0.42474,0,1
2016-05-02,2016-05-06,Standard Class,Consumer,United States,Irving,Texas,Central,Office Supplies,Storage,18.936,3,0.2,-3.7872,4,2016-05,2016,-0.19989,0,1
2016-05-02,2016-05-06,Standard Class,Consumer,United States,Irving,Texas,Central,Office Supplies,Storage,12.672,3,0.2,-3.168,4,2016-05,2016,-0.2498,0,1
2016-05-02,2016-05-06,Standard Class,Consumer,United States,Irving,Texas,Central,Office Supplies,Labels,5.04,2,0.2,1.764,4,2016-05,2016,0.34931,1,1
2014-12-09,2014-12-15,Standard Class,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Paper,8.448,2,0.2,2.9568,6,2014-12,2014,0.34959,1,1
2014-12-09,2014-12-15,Standard Class,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Appliances,20.388,2,0.8,-53.0088,6,2014-12,2014,-2.59873,0,1
2015-12-25,2015-12-29,Standard Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Paper,9.96,2,0,4.8804,4,2015-12,2015,0.48951,1,0
2017-12-07,2017-12-12,Standard Class,Consumer,United States,Hattiesburg,Mississippi,South,Office Supplies,Appliances,320.64,4,0,89.7792,5,2017-12,2017,0.27999,1,0
2017-12-07,2017-12-12,Standard Class,Consumer,United States,Hattiesburg,Mississippi,South,Technology,Accessories,52,4,0,23.4,5,2017-12,2017,0.44991,1,0
2014-05-30,2014-06-01,First Class,Corporate,United States,New York City,New York,East,Office Supplies,Binders,25.584,2,0.2,8.9544,2,2014-05,2014,0.34986,1,1
2014-05-30,2014-06-01,First Class,Corporate,United States,New York City,New York,East,Technology,Phones,464,5,0,134.56,2,2014-05,2014,0.28999,1,0
2014-05-30,2014-06-01,First Class,Corporate,United States,New York City,New York,East,Office Supplies,Appliances,235.95,3,0,77.8635,2,2014-05,2014,0.32999,1,0
2014-05-30,2014-06-01,First Class,Corporate,United States,New York City,New York,East,Office Supplies,Paper,39.96,4,0,17.982,2,2014-05,2014,0.44989,1,0
2017-03-02,2017-03-06,Standard Class,Consumer,United States,Cuyahoga Falls,Ohio,East,Office Supplies,Binders,18.528,4,0.7,-12.352,4,2017-03,2017,-0.66631,0,1
2015-10-12,2015-10-17,Standard Class,Consumer,United States,Seattle,Washington,West,Technology,Accessories,17.9,2,0,3.401,5,2015-10,2015,0.18989,1,0
2015-10-12,2015-10-17,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Storage,81.96,2,0,0,5,2015-10,2015,0,0,0
2015-07-14,2015-07-19,Second Class,Consumer,United States,Mesa,Arizona,West,Office Supplies,Storage,272.736,3,0.2,-64.7748,5,2015-07,2015,-0.23749,0,1
2015-07-14,2015-07-19,Second Class,Consumer,United States,Mesa,Arizona,West,Office Supplies,Paper,18.496,4,0.2,6.7048,5,2015-07,2015,0.3623,1,1
2015-07-14,2015-07-19,Second Class,Consumer,United States,Mesa,Arizona,West,Furniture,Chairs,441.92,2,0.2,49.716,5,2015-07,2015,0.1125,1,1
2015-07-14,2015-07-19,Second Class,Consumer,United States,Mesa,Arizona,West,Furniture,Bookcases,127.764,6,0.7,-191.646,5,2015-07,2015,-1.49988,0,1
2014-11-19,2014-11-24,Second Class,Home Office,United States,Salt Lake City,Utah,West,Office Supplies,Paper,166.44,3,0,79.8912,5,2014-11,2014,0.47997,1,0
2016-05-27,2016-06-02,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,13.38,2,0,6.1548,6,2016-05,2016,0.45966,1,0
2017-07-03,2017-07-09,Standard Class,Consumer,United States,Jacksonville,North Carolina,South,Technology,Accessories,24,2,0.2,-2.7,6,2017-07,2017,-0.11245,0,1
2017-09-25,2017-09-29,Standard Class,Corporate,United States,Lakewood,Ohio,East,Office Supplies,Envelopes,24.448,4,0.2,8.8624,4,2017-09,2017,0.36235,1,1
2016-10-03,2016-10-07,Standard Class,Home Office,United States,Lake Forest,California,West,Office Supplies,Labels,6.16,2,0,2.9568,4,2016-10,2016,0.47922,1,0
2016-10-03,2016-10-07,Standard Class,Home Office,United States,Lake Forest,California,West,Furniture,Chairs,915.136,4,0.2,102.9528,4,2016-10,2016,0.1125,1,1
2016-10-03,2016-10-07,Standard Class,Home Office,United States,Lake Forest,California,West,Office Supplies,Paper,8.56,2,0,3.852,4,2016-10,2016,0.44947,1,0
2016-10-03,2016-10-07,Standard Class,Home Office,United States,Lake Forest,California,West,Office Supplies,Paper,97.82,2,0,45.9754,4,2016-10,2016,0.46995,1,0
2017-09-09,2017-09-15,Standard Class,Corporate,United States,Portland,Oregon,West,Office Supplies,Paper,31.104,6,0.2,11.2752,6,2017-09,2017,0.36238,1,1
2017-09-09,2017-09-15,Standard Class,Corporate,United States,Portland,Oregon,West,Office Supplies,Appliances,11.176,1,0.2,0.8382,6,2017-09,2017,0.07493,1,1
2015-03-12,2015-03-18,Standard Class,Consumer,United States,Charlotte,North Carolina,South,Office Supplies,Labels,5.04,2,0.2,1.764,6,2015-03,2015,0.34931,1,1
2016-11-29,2016-12-04,Second Class,Home Office,United States,Aurora,Illinois,Central,Furniture,Furnishings,242.176,4,0.6,-302.72,5,2016-11,2016,-1.24995,0,1
2016-06-14,2016-06-21,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Tables,337.176,2,0.4,-118.0116,7,2016-06,2016,-0.34999,0,1
2017-12-03,2017-12-06,Second Class,Consumer,United States,Thornton,Colorado,West,Office Supplies,Art,13.344,6,0.2,1.0008,3,2017-12,2017,0.07494,1,1
2017-12-03,2017-12-06,Second Class,Consumer,United States,Thornton,Colorado,West,Technology,Accessories,76.752,6,0.2,10.5534,3,2017-12,2017,0.13748,1,1
2017-12-03,2017-12-06,Second Class,Consumer,United States,Thornton,Colorado,West,Technology,Accessories,102.336,8,0.2,14.0712,3,2017-12,2017,0.13749,1,1
2017-12-03,2017-12-06,Second Class,Consumer,United States,Thornton,Colorado,West,Office Supplies,Paper,10.32,2,0.2,3.741,3,2017-12,2017,0.36215,1,1
2017-12-03,2017-12-06,Second Class,Consumer,United States,Thornton,Colorado,West,Office Supplies,Supplies,47.32,7,0.2,5.915,3,2017-12,2017,0.12497,1,1
2017-12-03,2017-12-06,Second Class,Consumer,United States,Thornton,Colorado,West,Furniture,Furnishings,23.376,3,0.2,7.0128,3,2017-12,2017,0.29987,1,1
2017-12-03,2017-12-06,Second Class,Consumer,United States,Thornton,Colorado,West,Furniture,Furnishings,16.72,5,0.2,3.344,3,2017-12,2017,0.19988,1,1
2017-12-03,2017-12-06,Second Class,Consumer,United States,Thornton,Colorado,West,Furniture,Furnishings,16.192,1,0.2,4.6552,3,2017-12,2017,0.28732,1,1
2016-08-16,2016-08-22,Standard Class,Consumer,United States,Davis,California,West,Office Supplies,Paper,32.4,5,0,15.552,6,2016-08,2016,0.47985,1,0
2016-12-25,2016-12-29,Standard Class,Consumer,United States,Fayetteville,Arkansas,South,Office Supplies,Art,19.89,9,0,5.3703,4,2016-12,2016,0.26986,1,0
2016-12-25,2016-12-29,Standard Class,Consumer,United States,Fayetteville,Arkansas,South,Technology,Accessories,399.98,2,0,171.9914,4,2016-12,2016,0.42999,1,0
2016-12-25,2016-12-29,Standard Class,Consumer,United States,Fayetteville,Arkansas,South,Furniture,Furnishings,343.85,5,0,137.54,4,2016-12,2016,0.39999,1,0
2016-12-25,2016-12-29,Standard Class,Consumer,United States,Fayetteville,Arkansas,South,Office Supplies,Paper,106.32,3,0,49.9704,4,2016-12,2016,0.46996,1,0
2017-07-23,2017-07-30,Standard Class,Home Office,United States,New York City,New York,East,Office Supplies,Binders,13.92,3,0.2,4.35,7,2017-07,2017,0.31228,1,1
2017-06-21,2017-06-25,Standard Class,Home Office,United States,Wheeling,West Virginia,East,Office Supplies,Binders,82.4,5,0,40.376,4,2017-06,2017,0.48994,1,0
2017-06-21,2017-06-25,Standard Class,Home Office,United States,Wheeling,West Virginia,East,Office Supplies,Binders,6.24,2,0,3.0576,4,2017-06,2017,0.48922,1,0
2017-06-21,2017-06-25,Standard Class,Home Office,United States,Wheeling,West Virginia,East,Office Supplies,Paper,447.84,8,0,219.4416,4,2017-06,2017,0.48999,1,0
2017-08-13,2017-08-18,Standard Class,Consumer,United States,Memphis,Tennessee,South,Office Supplies,Appliances,272.048,7,0.2,30.6054,5,2017-08,2017,0.1125,1,1
2017-08-13,2017-08-18,Standard Class,Consumer,United States,Memphis,Tennessee,South,Office Supplies,Binders,1614.582,6,0.7,-1237.8462,5,2017-08,2017,-0.76666,0,1
2017-08-13,2017-08-18,Standard Class,Consumer,United States,Memphis,Tennessee,South,Office Supplies,Fasteners,24.32,5,0.2,9.12,5,2017-08,2017,0.37485,1,1
2017-08-13,2017-08-18,Standard Class,Consumer,United States,Memphis,Tennessee,South,Technology,Accessories,1.584,2,0.2,0.4752,5,2017-08,2017,0.29812,1,1
2017-08-13,2017-08-18,Standard Class,Consumer,United States,Memphis,Tennessee,South,Furniture,Furnishings,31.984,1,0.2,0,5,2017-08,2017,0,0,1
2017-08-13,2017-08-18,Standard Class,Consumer,United States,Memphis,Tennessee,South,Office Supplies,Envelopes,14.76,5,0.2,4.797,5,2017-08,2017,0.32478,1,1
2017-08-13,2017-08-18,Standard Class,Consumer,United States,Memphis,Tennessee,South,Furniture,Chairs,423.648,2,0.2,47.6604,5,2017-08,2017,0.1125,1,1
2015-11-07,2015-11-13,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Paper,76.64,2,0.2,26.824,6,2015-11,2015,0.34995,1,1
2015-10-15,2015-10-22,Standard Class,Home Office,United States,Dallas,Texas,Central,Office Supplies,Envelopes,4.464,1,0.2,1.674,7,2015-10,2015,0.37416,1,1
2015-10-15,2015-10-22,Standard Class,Home Office,United States,Dallas,Texas,Central,Office Supplies,Binders,3.96,10,0.8,-6.93,7,2015-10,2015,-1.74559,0,1
2016-07-30,2016-08-02,First Class,Corporate,United States,San Francisco,California,West,Office Supplies,Appliances,715.64,2,0,178.91,3,2016-07,2016,0.25,1,0
2016-12-03,2016-12-07,Standard Class,Consumer,United States,Morgan Hill,California,West,Furniture,Tables,268.704,3,0.2,6.7176,4,2016-12,2016,0.025,1,1
2016-12-03,2016-12-07,Standard Class,Consumer,United States,Morgan Hill,California,West,Office Supplies,Art,21.92,8,0,5.9184,4,2016-12,2016,0.26988,1,0
2016-12-03,2016-12-07,Standard Class,Consumer,United States,Morgan Hill,California,West,Office Supplies,Storage,48.72,3,0,7.308,4,2016-12,2016,0.14997,1,0
2016-12-03,2016-12-07,Standard Class,Consumer,United States,Morgan Hill,California,West,Furniture,Bookcases,205.666,2,0.15,-12.098,4,2016-12,2016,-0.05882,0,1
2016-04-28,2016-04-30,Second Class,Consumer,United States,Saint Charles,Illinois,Central,Furniture,Furnishings,30.344,2,0.6,-31.8612,2,2016-04,2016,-1.04965,0,1
2017-08-25,2017-08-27,First Class,Consumer,United States,Cleveland,Ohio,East,Office Supplies,Storage,25.696,2,0.2,1.9272,2,2017-08,2017,0.07497,1,1
2017-06-17,2017-06-21,Standard Class,Home Office,United States,New York City,New York,East,Technology,Machines,3404.5,5,0,1668.205,4,2017-06,2017,0.49,1,0
2017-06-17,2017-06-21,Standard Class,Home Office,United States,New York City,New York,East,Technology,Accessories,101.34,3,0,8.1072,4,2017-06,2017,0.07999,1,0
2015-11-20,2015-11-24,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,344.372,4,0.3,-93.4724,4,2015-11,2015,-0.27142,0,1
2017-09-04,2017-09-08,Second Class,Home Office,United States,Garland,Texas,Central,Office Supplies,Art,30.384,1,0.2,3.798,4,2017-09,2017,0.12496,1,1
2015-07-04,2015-07-08,Second Class,Home Office,United States,San Diego,California,West,Office Supplies,Binders,22.848,2,0.2,7.4256,4,2015-07,2015,0.32486,1,1
2017-09-15,2017-09-21,Standard Class,Home Office,United States,Waterbury,Connecticut,East,Office Supplies,Storage,38.62,2,0,10.8136,6,2017-09,2017,0.27993,1,0
2017-09-15,2017-09-21,Standard Class,Home Office,United States,Waterbury,Connecticut,East,Technology,Accessories,59.98,2,0,10.7964,6,2017-09,2017,0.17997,1,0
2017-03-13,2017-03-17,Standard Class,Consumer,United States,Columbia,Maryland,East,Office Supplies,Binders,174.3,3,0,81.921,4,2017-03,2017,0.46997,1,0
2017-09-24,2017-09-29,Standard Class,Home Office,United States,Hollywood,Florida,South,Technology,Phones,383.96,5,0.2,38.396,5,2017-09,2017,0.1,1,1
2017-09-24,2017-09-29,Standard Class,Home Office,United States,Hollywood,Florida,South,Office Supplies,Binders,15.57,3,0.7,-11.418,5,2017-09,2017,-0.73286,0,1
2016-08-13,2016-08-16,First Class,Consumer,United States,Springfield,Virginia,South,Office Supplies,Binders,22.32,4,0,10.7136,3,2016-08,2016,0.47979,1,0
2016-08-13,2016-08-16,First Class,Consumer,United States,Springfield,Virginia,South,Office Supplies,Labels,103.6,7,0,51.8,3,2016-08,2016,0.49995,1,0
2017-11-20,2017-11-24,Second Class,Corporate,United States,New York City,New York,East,Technology,Accessories,2.97,3,0,1.3365,4,2017-11,2017,0.44849,1,0
2017-11-20,2017-11-24,Second Class,Corporate,United States,New York City,New York,East,Technology,Phones,569.99,1,0,170.997,4,2017-11,2017,0.29999,1,0
2017-11-20,2017-11-24,Second Class,Corporate,United States,New York City,New York,East,Furniture,Furnishings,50.97,3,0,9.1746,4,2017-11,2017,0.17996,1,0
2017-07-25,2017-07-27,First Class,Home Office,United States,Dallas,Texas,Central,Furniture,Tables,298.116,6,0.3,-4.2588,2,2017-07,2017,-0.01429,0,1
2016-03-25,2016-03-27,Second Class,Corporate,United States,New York City,New York,East,Office Supplies,Art,59.52,3,0,17.856,2,2016-03,2016,0.29995,1,0
2016-07-15,2016-07-20,Standard Class,Corporate,United States,Portland,Oregon,West,Furniture,Chairs,230.28,3,0.2,23.028,5,2016-07,2016,0.1,1,1
2016-07-15,2016-07-20,Standard Class,Corporate,United States,Portland,Oregon,West,Office Supplies,Paper,105.52,5,0.2,34.294,5,2016-07,2016,0.32497,1,1
2017-08-17,2017-08-24,Standard Class,Corporate,United States,Brentwood,California,West,Office Supplies,Envelopes,23.36,2,0,11.68,7,2017-08,2017,0.49979,1,0
2017-08-17,2017-08-24,Standard Class,Corporate,United States,Brentwood,California,West,Technology,Phones,71.976,3,0.2,8.997,7,2017-08,2017,0.12498,1,1
2017-08-17,2017-08-24,Standard Class,Corporate,United States,Brentwood,California,West,Office Supplies,Paper,8.56,2,0,3.852,7,2017-08,2017,0.44947,1,0
2017-08-17,2017-08-24,Standard Class,Corporate,United States,Brentwood,California,West,Office Supplies,Binders,13.92,3,0.2,4.872,7,2017-08,2017,0.34975,1,1
2017-08-17,2017-08-24,Standard Class,Corporate,United States,Brentwood,California,West,Office Supplies,Appliances,2518.29,9,0,654.7554,7,2017-08,2017,0.26,1,0
2017-08-17,2017-08-24,Standard Class,Corporate,United States,Brentwood,California,West,Office Supplies,Storage,540.57,3,0,140.5482,7,2017-08,2017,0.26,1,0
2017-08-17,2017-08-24,Standard Class,Corporate,United States,Brentwood,California,West,Office Supplies,Binders,221.056,8,0.2,77.3696,7,2017-08,2017,0.34998,1,1
2016-12-14,2016-12-17,First Class,Corporate,United States,San Diego,California,West,Furniture,Chairs,81.424,2,0.2,-9.1602,3,2016-12,2016,-0.11249,0,1
2016-12-14,2016-12-17,First Class,Corporate,United States,San Diego,California,West,Office Supplies,Storage,134.8,10,0,35.048,3,2016-12,2016,0.25998,1,0
2017-12-25,2018-01-01,Standard Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Binders,39.582,9,0.8,-59.373,7,2017-12,2017,-1.49962,0,1
2017-12-25,2018-01-01,Standard Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Supplies,44.688,7,0.2,5.0274,7,2017-12,2017,0.11247,1,1
2017-12-25,2018-01-01,Standard Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Art,31.744,2,0.2,2.3808,7,2017-12,2017,0.07498,1,1
2017-12-25,2018-01-01,Standard Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Binders,40.98,5,0.8,-65.568,7,2017-12,2017,-1.59961,0,1
2017-12-25,2018-01-01,Standard Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Binders,3.168,3,0.8,-5.0688,7,2017-12,2017,-1.59497,0,1
2014-03-01,2014-03-05,Standard Class,Consumer,United States,El Paso,Texas,Central,Office Supplies,Fasteners,18.84,5,0.2,-3.5325,4,2014-03,2014,-0.1874,0,1
2014-03-01,2014-03-05,Standard Class,Consumer,United States,El Paso,Texas,Central,Furniture,Chairs,362.25,6,0.3,0,4,2014-03,2014,0,0,1
2014-03-01,2014-03-05,Standard Class,Consumer,United States,El Paso,Texas,Central,Furniture,Furnishings,63.552,6,0.6,-34.9536,4,2014-03,2014,-0.54991,0,1
2014-03-01,2014-03-05,Standard Class,Consumer,United States,El Paso,Texas,Central,Office Supplies,Storage,129.552,3,0.2,-22.6716,4,2014-03,2014,-0.17499,0,1
2015-11-19,2015-11-24,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,5.984,2,0.2,2.244,5,2015-11,2015,0.37437,1,1
2015-11-19,2015-11-24,Standard Class,Consumer,United States,New York City,New York,East,Technology,Phones,861.76,4,0,249.9104,5,2015-11,2015,0.29,1,0
2014-04-01,2014-04-06,Standard Class,Corporate,United States,Revere,Massachusetts,East,Office Supplies,Storage,66.96,4,0,2.6784,5,2014-04,2014,0.03999,1,0
2014-04-01,2014-04-06,Standard Class,Corporate,United States,Revere,Massachusetts,East,Office Supplies,Binders,6.24,2,0,3.0576,5,2014-04,2014,0.48922,1,0
